Food Name,Portion Size,Calories (kcal)
"Beverages, coffee, instant, regular, powder",N/A,353
"Beverages, coffee, instant, regular, prepared with water",N/A,2
"Beverages, coffee, instant, vanilla, sweetened, decaffeinated, with non dairy creamer",N/A,1950
"Beverages, coffee, instant, with chicory",N/A,355
"Beverages, coffee, instant, with whitener, reduced calorie",N/A,2130
"Beverages, coffee, ready to drink, iced, mocha, milk based",N/A,60
"Beverages, coffee, ready to drink, milk based, sweetened",N/A,71
"Beverages, coffee, ready to drink, vanilla, light, milk based, sweetened",N/A,149
"Beverages, Cranberry juice cocktail",N/A,52
"Beverages, cranberry-apple juice drink, bottled",N/A,63
"Beverages, cranberry-apple juice drink, low calorie, with vitamin C added",N/A,19
"Beverages, cranberry-apricot juice drink, bottled",N/A,268
"Beverages, cranberry-grape juice drink, bottled",N/A,234
"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink",N/A,218
"Beverages, dairy drink mix, chocolate, reduced calorie, with aspartame, powder, prepared with water and ice",N/A,121
"Beverages, Dairy drink mix, chocolate, reduced calorie, with low-calorie sweeteners, powder",N/A,329
"Beverages, DANNON, water, bottled, non-carbonated, with Fluoride",N/A,0
"Beverages, drink mix, QUAKER OATS, GATORADE, orange flavor, powder",N/A,1620
"Beverages, Eggnog-flavor mix, powder, prepared with whole milk",N/A,95
"Beverages, Energy Drink with carbonated water and high fructose corn syrup",N/A,258
"Beverages, Energy drink, AMP",N/A,46
"Beverages, Energy drink, AMP, sugar free",N/A,2
"Beverages, Energy drink, FULL THROTTLE",N/A,46
"Beverages, Energy Drink, Monster, fortified with vitamins C, B2, B3, B6, B12",N/A,47
"Beverages, Energy drink, RED BULL",N/A,179
"Beverages, Energy drink, RED BULL, sugar free, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12",N/A,19
"Beverages, Energy drink, ROCKSTAR",N/A,58
"Beverages, Energy drink, ROCKSTAR, sugar free",N/A,4
"Beverages, Energy Drink, sugar free",N/A,4
"Beverages, Energy drink, VAULT Zero, sugar-free, citrus flavor",N/A,1
"Beverages, Energy drink, VAULT, citrus flavor",N/A,49
"Beverages, Fruit flavored drink containing less than 3% fruit juice, with high vitamin C",N/A,112
"Beverages, Fruit flavored drink, less than 3% juice, not fortified with vitamin C",N/A,64
"Beverages, Fruit flavored drink, reduced sugar, greater than 3% fruit juice, high vitamin C, added calcium",N/A,29
"Beverages, fruit juice drink, greater than 3% fruit juice, high vitamin C and added thiamin",N/A,225
"Beverages, fruit juice drink, greater than 3% juice, high vitamin C",N/A,46
"Beverages, fruit juice drink, reduced sugar, with vitamin E added",N/A,39
"Beverages, Fruit punch drink, frozen concentrate",N/A,162
"Beverages, Fruit punch drink, frozen concentrate, prepared with water",N/A,191
"Beverages, Fruit punch drink, with added nutrients, canned",N/A,195
"Beverages, fruit punch drink, without added nutrients, canned",N/A,200
"Beverages, fruit punch juice drink, frozen concentrate",N/A,175
"Beverages, fruit punch juice drink, frozen concentrate, prepared with water",N/A,42
"Beverages, fruit punch-flavor drink, powder, without added sodium, prepared with water",N/A,155
"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",N/A,912
"Beverages, fruit-flavored drink, powder, with high vitamin C with other added vitamins, low calorie",N/A,951
"Beverages, FUZE, orange mango, fortified with vitamins A, C, E, B6",N/A,38
"Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG (Gerolsteiner), naturally sparkling, mineral bottled water",N/A,0
"Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG,Gerolsteiner naturally sparkling mineral water,",N/A,0
"Beverages, grape drink, canned",N/A,61
"Beverages, grape juice drink, canned",N/A,237
"Beverages, Horchata, as served in restaurant",N/A,228
"Beverages, Kiwi Strawberry Juice Drink",N/A,195
"Beverages, KRAFT, coffee, instant, French Vanilla Cafe",N/A,481
"Beverages, Lemonade fruit juice drink light, fortified with vitamin E and C",N/A,87
"Beverages, lemonade, frozen concentrate, pink, prepared with water",N/A,43
"Beverages, Lemonade, powder",N/A,1570
"Beverages, lemonade-flavor drink, powder",N/A,380
"Beverages, lemonade-flavor drink, powder, prepared with water",N/A,27
"Beverages, LIPTON BRISK, tea, black, ready-to-drink, lemon",N/A,35
"Beverages, Malt liquor beverage",N/A,40
"Beverages, malted drink mix, chocolate, powder",N/A,1720
"Beverages, Malted drink mix, chocolate, powder, prepared with whole milk",N/A,357
"Beverages, Malted drink mix, chocolate, with added nutrients, powder, prepared with whole milk",N/A,87
"Beverages, Malted drink mix, natural, powder, dairy based.",N/A,428
"Beverages, Malted drink mix, natural, powder, prepared with whole milk",N/A,369
"Beverages, Malted drink mix, natural, with added nutrients, powder, prepared with whole milk",N/A,359
"Beverages, Meal supplement drink, canned, peanut flavor",N/A,421
"Beverages, milk beverage, reduced fat, flavored and sweetened, Ready-to-drink,  added calcium, vitamin A and vitamin D",N/A,77
"Beverages, MINUTE MAID, Lemonada, Limeade",N/A,50
"Beverages, Mixed vegetable and fruit juice drink, with added nutrients",N/A,122
"Beverages, MONSTER energy drink, low carb",N/A,23
"Beverages, MOTTS, Apple juice light, fortified with vitamin C",N/A,22
"Beverages, NESTEA, tea, black, ready-to-drink, lemon",N/A,152
"Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink",N/A,579
"Beverages, nutritional shake mix, high protein, powder",N/A,392
"Beverages, OCEAN SPRAY, Cran Cherry",N/A,194
"Beverages, OCEAN SPRAY, Cran Grape",N/A,224
"Beverages, OCEAN SPRAY, Cran Lemonade",N/A,188
"Beverages, OCEAN SPRAY, Cran Pomegranate",N/A,47
"Beverages, OCEAN SPRAY, Cran Raspberry Juice Drink",N/A,49
"Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink",N/A,15
"Beverages, OCEAN SPRAY, Cranberry-Apple Juice Drink, bottled",N/A,234
"Beverages, OCEAN SPRAY, Diet Cran Cherry",N/A,15
"Beverages, OCEAN SPRAY, Diet Cranberry Juice",N/A,4
"Beverages, OCEAN SPRAY, Light Cranberry",N/A,19
"Beverages, OCEAN SPRAY, Light Cranberry and Raspberry Flavored Juice",N/A,109
"Beverages, OCEAN SPRAY, Light Cranberry, Concord Grape",N/A,23
"Beverages, OCEAN SPRAY, Ruby Red cranberry",N/A,187
"Beverages, OCEAN SPRAY, White Cranberry Peach",N/A,187
"Beverages, OCEAN SPRAY, White Cranberry Strawberry Flavored Juice Drink",N/A,49
"Beverages, orange and apricot juice drink, canned",N/A,51
"Beverages, orange breakfast drink, ready-to-drink, with added nutrients",N/A,221
"Beverages, Orange drink, breakfast type, with juice and pulp, frozen concentrate",N/A,153
"Beverages, Orange drink, breakfast type, with juice and pulp, frozen concentrate, prepared with water",N/A,186
"Beverages, orange drink, canned, with added vitamin C",N/A,49
"Beverages, Orange juice drink",N/A,54
"Beverages, Orange juice, light, No pulp",N/A,87
"Beverages, Orange-flavor drink, breakfast type, low calorie, powder",N/A,908
"Beverages, orange-flavor drink, breakfast type, powder",N/A,386
"Beverages, orange-flavor drink, breakfast type, powder, prepared with water",N/A,206
"Beverages, Orange-flavor drink, breakfast type, with pulp, frozen concentrate, prepared with water",N/A,205
"Beverages, Orange-flavor drink, breakfast type, with pulp, frozen concentrate.",N/A,172
"Beverages, OVALTINE, chocolate malt powder",N/A,372
"Beverages, OVALTINE, Classic Malt powder",N/A,1560
"Beverages, PEPSICO QUAKER, Gatorade G2, low calorie",N/A,33
"Beverages, PEPSICO QUAKER, Gatorade, G performance O 2, ready-to-drink.",N/A,110
"Beverages, pineapple and grapefruit juice drink, canned",N/A,47
"Beverages, pineapple and orange juice drink, canned",N/A,50
"Beverages, Powerade Zero Ion4, calorie-free, assorted flavors",N/A,0
"Beverages, POWERADE, Zero, Mixed Berry",N/A,0
"Beverages, Propel Zero, fruit-flavored, non-carbonated",N/A,19
"Beverages, Protein powder soy based",N/A,388
"Beverages, Protein powder whey based",N/A,1470
"Beverages, rice milk, unsweetened",N/A,195
"Beverages, rich chocolate, powder",N/A,372
"Beverages, shake, fast food, strawberry",N/A,473
"Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan",N/A,61
"Beverages, SNAPPLE, tea, black and green, ready to drink, lemon, diet",N/A,2
"Beverages, SNAPPLE, tea, black and green, ready to drink, peach, diet",N/A,8
"Beverages, Strawberry-flavor beverage mix, powder, prepared with whole milk",N/A,368
"Beverages, tea, black, brewed, prepared with distilled water",N/A,4
"Beverages, tea, black, brewed, prepared with tap water",N/A,4
"Beverages, tea, black, brewed, prepared with tap water, decaffeinated",N/A,1
"Beverages, tea, black, ready to drink",N/A,0
"Beverages, tea, black, ready to drink, decaffeinated",N/A,157
"Beverages, tea, black, ready to drink, decaffeinated, diet",N/A,0
"Beverages, tea, black, ready-to-drink, lemon, diet",N/A,4
"Beverages, tea, black, ready-to-drink, lemon, sweetened",N/A,45
"Beverages, tea, black, ready-to-drink, peach, diet",N/A,4
"Beverages, tea, green, brewed, decaffeinated",N/A,0
"Beverages, tea, green, brewed, regular",N/A,1
"Beverages, tea, green, instant, decaffeinated, lemon, unsweetened, fortified with vitamin C",N/A,1580
"Beverages, tea, green, ready to drink, ginseng and honey, sweetened",N/A,30
"Beverages, tea, green, ready to drink, unsweetened",N/A,0
"Beverages, tea, green, ready-to-drink, citrus, diet, fortified with vitamin C",N/A,1
"Beverages, tea, green, ready-to-drink, diet",N/A,16
"Beverages, tea, green, ready-to-drink, sweetened",N/A,112
"Beverages, tea, herb, brewed, chamomile",N/A,4
"Beverages, tea, herb, other than chamomile, brewed",N/A,1
"Beverages, tea, hibiscus, brewed",N/A,0
"Beverages, tea, instant, decaffeinated, lemon, diet",N/A,1410
"Beverages, tea, instant, decaffeinated, lemon, sweetened",N/A,1680
"Beverages, tea, instant, decaffeinated, unsweetened",N/A,1320
"Beverages, tea, instant, lemon, diet",N/A,7
"Beverages, tea, instant, lemon, sweetened, powder",N/A,1680
"Beverages, tea, instant, lemon, sweetened, prepared with water",N/A,35
"Beverages, tea, instant, lemon, unsweetened",N/A,345
"Beverages, tea, instant, lemon, with added ascorbic acid",N/A,1610
"Beverages, tea, instant, sweetened with sodium saccharin, lemon-flavored, powder",N/A,338
"Beverages, tea, instant, unsweetened, powder",N/A,315
"Beverages, tea, instant, unsweetened, prepared with water",N/A,4
"Beverages, tea, Oolong, brewed",N/A,2
"Beverages, tea, ready-to-drink, lemon, diet",N/A,2
"Beverages, The COCA-COLA company, DASANI, water, bottled, non-carbonated",N/A,0
"Beverages, The COCA-COLA company, Glaceau Vitamin Water, Revive Fruit Punch, fortified",N/A,0
"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch",N/A,45
"Beverages, The COCA-COLA company, Minute Maid, Lemonade",N/A,192
"Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12",N/A,183
"Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12",N/A,4
"Beverages, Tropical Punch, ready-to-drink",N/A,10
"Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,",N/A,1810
"Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan",N/A,1880
"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",N/A,238
"Beverages, V8 SPLASH Juice Drinks, Berry Blend",N/A,121
"Beverages, V8 SPLASH Juice Drinks, Diet Berry Blend",N/A,17
"Beverages, V8 SPLASH Juice Drinks, Diet Fruit Medley",N/A,4
"Beverages, V8 SPLASH Juice Drinks, Diet Strawberry Kiwi",N/A,18
"Beverages, V8 SPLASH Juice Drinks, Diet Tropical Blend",N/A,4
"Beverages, V8 SPLASH Juice Drinks, Fruit Medley",N/A,33
"Beverages, V8 SPLASH Juice Drinks, Guava Passion Fruit",N/A,138
"Beverages, V8 SPLASH Juice Drinks, Mango Peach",N/A,33
"Beverages, V8 SPLASH Juice Drinks, Orange Pineapple",N/A,121
"Beverages, V8 SPLASH Juice Drinks, Orchard Blend",N/A,33
"Beverages, V8 SPLASH Juice Drinks, Strawberry Banana",N/A,121
"Beverages, V8 SPLASH Juice Drinks, Strawberry Kiwi",N/A,29
"Beverages, V8 SPLASH Juice Drinks, Tropical Blend",N/A,121
"Beverages, V8 SPLASH Smoothies, Peach Mango",N/A,37
"Beverages, V8 SPLASH Smoothies, Strawberry Banana",N/A,154
"Beverages, V8 SPLASH Smoothies, Tropical Colada",N/A,41
"Beverages, V8 V- FUSION Juices, Acai Berry",N/A,45
"Beverages, V8 V-FUSION Juices, Peach Mango",N/A,49
"Beverages, V8 V-FUSION Juices, Strawberry Banana",N/A,204
"Beverages, V8 V-FUSION Juices, Tropical",N/A,49
"Beverages, vegetable and fruit juice blend, 100% juice, with added vitamins A, C, E",N/A,46
"Beverages, Vegetable and fruit juice drink, reduced calorie, with low-calorie sweetener, added vitamin C",N/A,4
"Beverages, Water with added vitamins and minerals, bottles, sweetened, assorted fruit flavors",N/A,92
"Beverages, water, bottled, non-carbonated, CALISTOGA",N/A,0
"Beverages, water, bottled, non-carbonated, CRYSTAL GEYSER",N/A,0
"Beverages, water, bottled, non-carbonated, DANNON",N/A,0
"Beverages, water, bottled, non-carbonated, EVIAN",N/A,0
"Beverages, water, bottled, non-carbonated, PEPSI, AQUAFINA",N/A,0
"Beverages, water, bottled, PERRIER",N/A,0
"Beverages, water, bottled, POLAND SPRING",N/A,0
"Beverages, water, bottled, yumberry, pomegranate with anti-oxidants, zero calories",N/A,5
"Beverages, water, tap, drinking",N/A,0
"Beverages, water, tap, municipal",N/A,0
"Beverages, water, tap, well",N/A,0
"Beverages, WENDY'S, tea, ready-to-drink, unsweetened",N/A,4
"Beverages, Whey protein powder isolate",N/A,359
"Beverages, Whiskey sour mix, bottled",N/A,87
"Beverages, Whiskey sour mix, powder",N/A,383
"Beverages, Wine, non-alcoholic",N/A,6
"Beverages, yellow green colored citrus soft drink with caffeine",N/A,203
"Beverages, ZEVIA, cola",N/A,0
"Beverages, ZEVIA, cola, caffeine free",N/A,0
"Bibimbap, Korean",N/A,76
Big Mac (McDonalds),N/A,261
Biryani with chicken,N/A,104
Biryani with meat,N/A,145
Biryani with vegetables,N/A,109
"Biscayne codfish, Puerto Rican style",N/A,190
Biscuit with fruit,N/A,363
Biscuit with gravy,N/A,224
"Biscuit, cheese",N/A,374
"Biscuit, from fast food / restaurant",N/A,370
"Biscuit, from refrigerated dough",N/A,324
"Biscuit, home recipe",N/A,350
"Biscuit, NFS",N/A,370
"Biscuit, wheat",N/A,362
"Biscuits, mixed grain, refrigerated dough",N/A,1100
"Biscuits, plain or buttermilk, dry mix",N/A,1790
"Biscuits, plain or buttermilk, dry mix, prepared",N/A,1400
"Biscuits, plain or buttermilk, frozen, baked",N/A,1410
"Biscuits, plain or buttermilk, prepared from recipe",N/A,353
"Biscuits, plain or buttermilk, refrigerated dough, higher fat",N/A,1280
"Biscuits, plain or buttermilk, refrigerated dough, higher fat, baked",N/A,324
"Biscuits, plain or buttermilk, refrigerated dough, lower fat",N/A,270
"Biscuits, plain or buttermilk, refrigerated dough, lower fat, baked",N/A,1340
Bison,N/A,178
"Bitter melon, cooked",N/A,41
"Bitter melon, horseradish, jute, or radish leaves, cooked",N/A,56
Black bean salad,N/A,94
Black bean sauce,N/A,168
Black beans and brown rice,N/A,158
"Black beans and rice, from fast food / restaurant",N/A,182
Black beans and white rice,N/A,160
Black beans with meat,N/A,177
"Black beans, from canned, fat added",N/A,178
